index;Regon;Typ;Nazwa;Województwo;Powiat;Gmina;Kod Pocztowy;Miasto;Ulica;Informacja u usniętym wpisie
2287;383904390;P;WSPÓLNOTA MIESZKANIOWA PARKOWE RADWANICE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 17 lok. 5B;----------------
2288;384423770;F;KATARZYNA PAJĄK-GÓRNIŚ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 4 lok. 5;----------------
2289;384849982;P;WSPÓLNOTA MIESZKANIOWA KĘPA MIESZCZAŃSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 17 lok. 5B;----------------
2290;385789354;P;PION POZIOM STUDIO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 15A lok. 1A;----------------
2291;385902023;F;Piotr Wolański Konsulting;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 22 lok. 5;----------------
2292;386124540;P;"WSPÓLNOTA MIESZKANIOWA ""ŻMUDZKA 10,12""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 17 lok. 5B;----------------
2293;38661882100010;LF;Punkt Przedszkolny Zatoka Przygód AGNIESZKA SUCHOWIEJKO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 22a;----------------
2294;386961134;F;PAWEŁ RUTKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 9 lok. 5D;----------------
2295;386987487;F;PIOTR LASKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 11A lok. 2C;----------------
2296;387124506;F;Paulina Bartyś;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 19A lok. 4C;----------------
2297;387415623;P;BIB SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 9 lok. 5I;----------------
2298;387488496;F;PRZEMYSŁAW MROWIŃSKI TAXI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 19A lok. 1D;----------------
2299;387893357;F;MATEUSZ NOWAK Usługi;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 19A lok. 4F;----------------
2300;387966292;F;Michał Niewiadomski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 9 lok. 5F;----------------
2301;388134850;F;CTP Paweł Kulecki;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 11B lok. 4A;----------------
2302;388264617;F;Gabinet Psychoterapii Joanna Piotrowska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 15a lok. 3c;----------------
2303;388391853;F;AGATA POL-ZAKRĘTA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 17 lok. 5A;----------------
2304;388416808;P;WSPÓLNOTA MIESZKANIOWA CALMA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 17 lok. 5B;----------------
2305;388416889;P;WSPÓLNOTA MIESZKANIOWA OSIEDLE PRZY KURLANDZKIEJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 17 lok. 5B;----------------
2306;388539876;P;FUNDACJA KULTURA BRZMIENIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 9A lok. 3D;----------------
2307;531651663;F;USŁUGI TERAPEUTYCZNO-SZKOLENIOWE EWA POZNAR;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 17A lok. 2A;----------------
2308;890470943;F;VIKTOR BABIY;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 9 lok. 1G;----------------
2309;93099326000059;LF;Fizjologo;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 10 lok. B;----------------
2310;931932823;P;WSPÓLNOTA MIESZKANIOWA PL.SOLNY 8/9;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 17 lok. 5B;----------------
2311;932068203;F;KRZYSZTOF KAŁWAK PRAKTYKA LEKARSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 10 lok. 3;----------------
2312;93297415000038;LF;Loumed Przychodnia Pediatryczna;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 10 lok. A;----------------
2313;020242868;F;DAGMARA GRZYBEK AT TŁUMACZENIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 17B lok. 5C;wpis wykreślony
2314;021378558;F;ChocoBath Joanna Grzybek Damian Günther - spółka cywilna;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 11B lok. 1B;wpis wykreślony
2315;02138054900025;LF;ChocoBath s.c. - Joanna Grzybek, Damian Günther;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 11B lok. 1B;wpis wykreślony
2316;362079509;F;TRANSLEA JOANNA HARDUKIEWICZ-CHOJNOWSKA TŁUMACZENIA, NAUKA JĘZYKA ANGIELSKIEGO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 15 lok. 3D;wpis wykreślony
2317;36627066400014;LF;Doganica - wysyłki;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 11b lok. 1d;wpis wykreślony
2318;101274140;F;Usługi Marketingowe Sebastian Lis;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 19 lok. 2A;wpis wykreślony
2319;101734617;F;SYLWIA BEDNARCZYK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 11B lok. 3A;wpis wykreślony
2320;364842085;F;SZYMON BRUCKO-STĘPKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 9 lok. 3D;wpis wykreślony
2321;36669910800010;LF;ARTSOME Studio Adrianna Broniszewska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 9a lok. 3c;wpis wykreślony
2322;369621584;F;Sebastian Skorupa;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 9 lok. 2h;wpis wykreślony
2323;361810050;F;CREATIVE AGENCY PATRYCJA JURASZUS;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 9B lok. 4B;wpis wykreślony
2324;382044926;F;IT TUNING MICHAŁ CHROSTOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-020;Wrocław;ul. Babiego Lata 17A lok. 4A;wpis wykreślony
2325;36615562100013;LF;Fizjo - Medicine Monika Waliczek;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-001;Wrocław;ul. Babiego Lata 12;wpis wykreślony
2326;005949000;F;"ZDZISŁAW FODER ""MER"" LABORATORIUM CHEMICZNO-WYTWÓRCZE";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 24;----------------
2327;020097811;P;"""OLIMP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 5A;----------------
2328;020246530;F;BARTOSZ NASTIUK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 16A;----------------
2329;022198806;F;WROCŁAW GUIDED TOURS Krzysztof Cegiełka;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 14;----------------
2330;022335717;P;ABC EKO-TUR S.C.;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 14;----------------
2331;022401259;F;JAROSŁAW CEGIEŁKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 14;----------------
2332;363315142;F;Maciej Jaworowski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 26;----------------
2333;368435879;F;MICHAŁ NASTIUK USŁUGI OGÓLNOBUDOWLANE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 16 lok. 2;----------------
2334;368904096;F;RYSZARD NASTIUK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 16 lok. 2;----------------
2335;382805294;P;ZIELONA OLIWKA S.C.;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 14;----------------
2336;930511640;P;SPÓŁKA PRODUKCYJNO-HANDLOWA SP.CYW. CEGIEŁKA JERZY,MOSICZUK CZESŁAW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 14;----------------
2337;930770761;F;P.U.H. ARTUR PAWLAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 5A;----------------
2338;931547858;F;ZAKŁAD OGRODNICZY MAKAREWICZ JERZY,MAKAREWICZ JADWIGA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 7;----------------
2339;932655610;F;EDEN-MARCIN CEGIEŁKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 14;----------------
2340;932899447;F;PHU KAMEL Jerzy Cegiełka;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 14;----------------
2341;931574364;F;"""WODNIK"" ZAKŁAD USŁUG RATOWNICTWA WODNEGO PODRALSKI ZDZISŁAW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 2 lok. 1;wpis wykreślony
2342;930573256;P;"""ZDROWA ŻYWNOŚĆ""Z-D PRZETWÓRSTWA OWOCÓW I WARZYW SP.CYW.SPÓLNIK Z.I S-KA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 8;wpis wykreślony
2343;020067678;P;FLO CHAMP S.C. KENIG MARCIN, WĄSOWSKI KRZYSZTOF;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 3 lok. 1;wpis wykreślony
2344;931887614;F;"""WITALEX"" ZAKŁAD USŁUGOWO-HANDLOWY SPÓLNIK TERESA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 8;wpis wykreślony
2345;930342290;F;"""AUTO-LAND"" JAWOROWSKI JANUSZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 26;wpis wykreślony
2346;020859830;F;KAROLINA TARCZYŃSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 10A;wpis wykreślony
2347;020894068;F;"""WITALEX"" ZAKŁAD USŁUGOWO-HANDLOWY ZBIGNIEW SPÓLNIK";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 8;wpis wykreślony
2348;931129865;F;"P.U.H.""DIETEX S"" AGNIESZKA SPÓLNIK";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 8;wpis wykreślony
2349;020950619;F;ADAM PRUCHNIEWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 12 lok. 1;wpis wykreślony
2350;020780880;F;GRZEGORZ CEGIEŁKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 14;wpis wykreślony
2351;022057951;P;EKO-TUR S.C.;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 14;wpis wykreślony
2352;020892804;F;DIOMIDIS ALEKSANDRA TARCZYŃSKA-GUDZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 10 A;wpis wykreślony
2353;00596647000033;LF;"ZBIGNIEW BUJKO PRZEDSIĘBIORSTWO HANDLOWE ""KODER""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 12;wpis wykreślony
2354;932709955;F;ROB-MARI ROBERT FALKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 10A;wpis wykreślony
2355;930586767;F;"JACEK STRUGAŁA ""EST-POL""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 4;wpis wykreślony
2356;022476197;F;TIFF Komercyjnie Maciej Bujko;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-334;Wrocław;ul. Balladyny 12 lok. 1;wpis wykreślony
2357;00701591548649;LP;"POLSKI ZWIĄZEK DZIAŁKOWCÓW RODZINNY OGRÓD DZIAŁKOWY ""ŁĄCZNOŚĆ""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka B/N;----------------
2358;00701591551084;LP;"POLSKI ZWIĄZEK DZIAŁKOWCÓW RODZINNY OGRÓD DZIAŁKOWY ""WITAMINKA""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka B/N;----------------
2359;020167405;P;KLUB SENIORA JUDO WE WROCŁAWIU;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30;----------------
2360;020820420;P;EUROSERVICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W ORGANIZACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2361;020940561;F;SERWIS GASTRONOMICZNY JAN SZYDŁO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30;----------------
2362;020987350;F;GABINET PSYCHOLOGICZNY ADRIANNA STAWARZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30 lok. 207;----------------
2363;02100779600075;LF;MC FLEK KLAUDIUSZ KOTOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;55-516;Wrocław;ul. Bardzka 1c;----------------
2364;021122451;P;NOBLI SPÓŁKA Z OGRANICZONĄ ODPWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2365;021130858;F;Magsteron Mirosław Król;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60 lok. 2.12;----------------
2366;021175097;F;AUTO KUBACKI PRZEMYSŁAW KUBACKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2367;02143089100036;LF;PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE MARCELINA MACHELA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1C;----------------
2368;021443758;P;EUROPEUM GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2369;021748156;F;MONSTER TURBO, KOSZTORYSOWANIE DARIUSZ BROSZCZAKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 28;----------------
2370;021843914;P;ONESTEP SOFTWARE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2371;021979424;P;"RZYMSKO-KATOLICKA PARAFIA P.W. DUCHA ŚWIĘTEGO - DOMOWE PRZEDSZKOLE ""DUSZEK""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 2 lok. 4;----------------
2372;022025170;P;ZGROMADZENIE SIÓSTR ŚW. ELŻBIETY DOM ZAKONNY;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 2-4;----------------
2373;022068185;F;MarTom Auto MARCIN KURYLCZYK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 28;----------------
2374;022068357;F;MarTom Auto TOMASZ DEMIANIUK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 28;----------------
2375;022203163;P;RASTMAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2376;02220395000021;LF;Paweł Woś Mari-hu-ana;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1;----------------
2377;022259459;P;FUNDACJA ROZWOJU ŚWIADOMOŚCI SPOŁECZNEJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2378;02241307300032;LF;CK-PROJECT Kamil Czermiński;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30;----------------
2379;02246746500039;LF;VAKU-DSGN Łukasz Kulig;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30;----------------
2380;02247321800130;LF;Pracownia Psychologiczna DARIA PRZYSTARZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2381;040080539;P;PARAFIA RZYM.-KAT. PW. DUCHA ŚWIĘTEGO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 2/4;----------------
2382;15153688700096;LF;DORADZTWO UBEZPIECZENIOWE MARIANNA NOWAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1c;----------------
2383;16150209900036;LF;Zachar - Paweł Zachariasz;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30;----------------
2384;22086398900057;LF;"""GREENLOGIC"" TOMASZ ANDRZEJEWSKI";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1a;----------------
2385;25079898400064;LF;PRZEDSIĘBIORSTWO WIELOBRANŻOWE WAWRZYNIAK - Krzysztof Wawrzyniak;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30;----------------
2386;272980690;F;"IGOR DOROFIEJEW ""GASTRO-SERWIS""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 30;----------------
2387;30248942100023;LF;Doradztwo Biznesowe Rafał Matyja;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2388;360365582;P;MANTA CODE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2389;360780157;P;CHAKEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2390;36180897500025;LF;FIRMA HANDLOWO-USŁUGOWA Bogdan Orfin;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 80;----------------
2391;362730732;F;NAF AUTO PIOTR BAŃKO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30;----------------
2392;362787324;P;NAFTEK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30 lok. 208;----------------
2393;367967611;F;ARKONA Wojciech Danilczuk;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2394;36892487400019;LF;ZAKŁAD KAMIENIARSKI ORION PRZEMYSŁAW TOBOŁA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-513;Wrocław;ul. Bardzka 80;----------------
2395;380206253;F;VIKA FASHION VIKTORIIA TSURKAN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30 lok. Pok 101;----------------
2396;380260117;F;ZENMOT MICHAŁ KACZMAREK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 28;----------------
2397;380839449;P;TERENY WENY AGENCJA REKLAMOWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2398;381298613;P;TERENY WENY AGENCJA REKLAMOWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2399;385030250;F;Auto Serwis Marcin Tomczyk;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 28;----------------
2400;38514545000013;LF;VOM Services Olga Mazur;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1A;----------------
2401;385768435;P;GEOLID SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30;----------------
2402;391005081;F;AGATA ŻUREK TRAVEL;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1A;----------------
2403;430737495;F;BP SERVICE CENTER MARCIN RAKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 26;----------------
2404;87161363300027;LP;FLEET CENTER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ODDZIAŁ WE WROCŁAWIU;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2405;891324103;P;SKLEP MOTORYZACYJNY S.C. IRENA URYZAJ ADRIANA PUSSAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 5;----------------
2406;89151187400054;LF;SŁAWOMIR BRYJAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1A;----------------
2407;930092284;P;RODZINA WYDMUCH SPÓŁKA JAWNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 60;----------------
2408;930113419;P;PRZEDSZKOLE NR 92;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 5;----------------
2409;930205328;F;AUTO MYJNIA RĘCZNA PIĄTEK MIROSŁAW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 30;----------------
2410;930278882;F;"""ARTEK"" VUONG NGUYEN VIET";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1C;----------------
2411;93032782400021;LF;"ZBIGNIEW STROJNY ""MAAT"" PHU";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 80;----------------
2412;93040657000020;LF;BOGUSŁAW GRZESZEK BG BIURO HANDLOWO USŁUGOWE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 30 lok. 104;----------------
2413;930409692;P;PRZEDSIĘBIORSTWO PRODUKCYJNO - USŁUGOWO - HANDLOWE POL-MOTORS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1;----------------
2414;930610106;F;"MIECZYSŁAW BRUSIŁO ""ARKA"" ZAKŁAD PRODUKCYJNO-HANDLOWO-USŁUGOWY";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-517;Wrocław;ul. Bardzka 80;----------------
2415;93079986500119;LF;ANDRZEJ WALCZEWSKI AWINT KREOMEDIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1C;----------------
2416;930821122;P;"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWE ""POLKAT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 30;----------------
2417;93095906200024;LF;"ARTUR SAMSONOWICZ ""GRAJCAR""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1A;----------------
2418;93106246300239;LF;"""KAZIMIERZ"" Joanna Łukasz";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 1c;----------------
2419;931067064;P;"""INTER-SYSTEM"" S.C. ""CZECHPOL"" SP.Z Z O.O.,""MATT"" SP. Z O.O.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-516;Wrocław;ul. Bardzka 30/113;----------------
